EQIPMENT_ID	OTHER_ID	MTF_ID		SerNum		Correct_OTHERID	Correct_SerNum
53506		VMM3_0037775	20MNEVMM302345	37775		VMM3_0037775	37775
53507		VMM3_0035050	20MNEVMM302346	35050		VMM3_0035050	35050
53508		VMM3_0034839	20MNEVMM302347	34839		VMM3_0034839	34839
53509		VMM3_0037776	20MNEVMM302348	37776		VMM3_0037776	37776
53510		VMM3_0036478	20MNEVMM302349	36478		VMM3_0036478	36478
53511		VMM3_0035800	20MNEVMM302350	35800		VMM3_0035800	35800
53512		VMM3_0037777	20MNEVMM302351	37777		VMM3_0037777	37777
53513		VMM3_0037009	20MNEVMM302352	37009		VMM3_0037009	37009
53514		VMM3_0035791	20MNEVMM302353	35791		VMM3_0035791	35791
53515		VMM3_0035681	20MNEVMM302354	35681		VMM3_0035681	35681
53516		VMM3_0037440	20MNEVMM302355	37440		VMM3_0037440	37440
53517		VMM3_0034986	20MNEVMM302356	34986		VMM3_0034986	34986
53518		VMM3_0035799	20MNEVMM302357	35799		VMM3_0035799	35799
53519		VMM3_0034841	20MNEVMM302358	34841		VMM3_0034841	34841
53520		VMM3_0037478	20MNEVMM302359	37478		VMM3_0037478	37478
53521		VMM3_0035910	20MNEVMM302360	35910		VMM3_0035910	35910
53522		VMM3_0035887	20MNEVMM302361	35887		VMM3_0035887	35887
53523		VMM3_0034927	20MNEVMM302362	34927		VMM3_0034927	34927
53524		VMM3_0035325	20MNEVMM302363	35325		VMM3_0035325	35325
53525		VMM3_0037509	20MNEVMM302364	37509		VMM3_0037509	37509
53526		VMM3_0035678	20MNEVMM302365	35678		VMM3_0035678	35678
53527		VMM3_0035830	20MNEVMM302366	35830		VMM3_0035830	35830
53528		VMM3_0035920	20MNEVMM302367	35920		VMM3_0035920	35920
53529		VMM3_0037450	20MNEVMM302368	37450		VMM3_0037450	37450
53530		VMM3_0037758	20MNEVMM302369	37758		VMM3_0037758	37758
53531		VMM3_0035886	20MNEVMM302370	35886		VMM3_0035886	35886
53532		VMM3_0037630	20MNEVMM302371	37630		VMM3_0037630	37630
53533		VMM3_0035047	20MNEVMM302372	35047		VMM3_0035047	35047
53534		VMM3_0036130	20MNEVMM302373	36130		VMM3_0036130	36130
53535		VMM3_0037778	20MNEVMM302374	37778		VMM3_0037778	37778
53536		VMM3_0037768	20MNEVMM302375	37768		VMM3_0037768	37768
53537		VMM3_0034976	20MNEVMM302376	34976		VMM3_0034976	34976
53538		VMM3_0035792	20MNEVMM302377	35792		VMM3_0035792	35792
53539		VMM3_0035679	20MNEVMM302378	35679		VMM3_0035679	35679
53540		VMM3_0035437	20MNEVMM302379	35437		VMM3_0035437	35437
53541		VMM3_0036240	20MNEVMM302380	36240		VMM3_0036240	36240
53542		VMM3_0034922	20MNEVMM302381	34922		VMM3_0034922	34922
53543		VMM3_0035789	20MNEVMM302382	35789		VMM3_0035789	35789
53544		VMM3_0035859	20MNEVMM302383	35859		VMM3_0035859	35859
53545		VMM3_0037780	20MNEVMM302384	37780		VMM3_0037780	37780
53546		VMM3_0035277	20MNEVMM302385	35277		VMM3_0035277	35277
53547		VMM3_0035680	20MNEVMM302386	35680		VMM3_0035680	35680
53548		VMM3_0036619	20MNEVMM302387	36619		VMM3_0036619	36619
53549		VMM3_0037770	20MNEVMM302388	37770		VMM3_0037770	37770
53550		VMM3_0036489	20MNEVMM302389	36489		VMM3_0036489	36489
53551		VMM3_0037773	20MNEVMM302390	37773		VMM3_0037773	37773
53552		VMM3_0035677	20MNEVMM302391	35677		VMM3_0035677	35677
53553		VMM3_0035040	20MNEVMM302392	35040		VMM3_0035040	35040
53554		VMM3_0035030	20MNEVMM302393	35030		VMM3_0035030	35030
53555		VMM3_0034911	20MNEVMM302394	34911		VMM3_0034911	34911
53556		VMM3_0037479	20MNEVMM302395	37479		VMM3_0037479	37479
53557		VMM3_0035801	20MNEVMM302396	35801		VMM3_0035801	35801
53558		VMM3_0037497	20MNEVMM302397	37497		VMM3_0037497	37497
53559		VMM3_0037508	20MNEVMM302398	37508		VMM3_0037508	37508
53560		VMM3_0035790	20MNEVMM302399	35790		VMM3_0035790	35790
53561		VMM3_0035780	20MNEVMM302400	35780		VMM3_0035780	35780
53562		VMM3_0035777	20MNEVMM302401	35777		VMM3_0035777	35777
53563		VMM3_0036488	20MNEVMM302402	36488		VMM3_0036488	36488
53564		VMM3_0032056	20MNEVMM302403	32056		VMM3_0032056	32056
53565		VMM3_0031544	20MNEVMM302404	31544		VMM3_0031544	31544
53566		VMM3_0032067	20MNEVMM302405	32067		VMM3_0032067	32067
53567		VMM3_0032137	20MNEVMM302406	32137		VMM3_0032137	32137
53568		VMM3_0032083	20MNEVMM302407	32083		VMM3_0032083	32083
53569		VMM3_0032121	20MNEVMM302408	32121		VMM3_0032121	32121
53570		VMM3_0032143	20MNEVMM302409	32143		VMM3_0032143	32143
53571		VMM3_0032115	20MNEVMM302410	32115		VMM3_0032115	32115
53572		VMM3_0032116	20MNEVMM302411	32116		VMM3_0032116	32116
53573		VMM3_0031532	20MNEVMM302412	31532		VMM3_0031532	31532
53574		VMM3_0031527	20MNEVMM302413	31527		VMM3_0031527	31527
53575		VMM3_0031198	20MNEVMM302414	31198		VMM3_0031198	31198
53576		VMM3_0032129	20MNEVMM302415	32129		VMM3_0032129	32129
53577		VMM3_0031538	20MNEVMM302416	31538		VMM3_0031538	31538
53578		VMM3_0031520	20MNEVMM302417	31520		VMM3_0031520	31520
53579		VMM3_0031534	20MNEVMM302418	31534		VMM3_0031534	31534
53580		VMM3_0031542	20MNEVMM302419	31542		VMM3_0031542	31542
53581		VMM3_0032058	20MNEVMM302420	32058		VMM3_0032058	32058
53582		VMM3_0031190	20MNEVMM302421	31190		VMM3_0031190	31190
53583		VMM3_0032072	20MNEVMM302422	32072		VMM3_0032072	32072
53584		VMM3_0031516	20MNEVMM302423	31516		VMM3_0031516	31516
53585		VMM3_0032650	20MNEVMM302424	32650		VMM3_0032650	32650
53586		VMM3_0032141	20MNEVMM302425	32141		VMM3_0032141	32141
53587		VMM3_0032065	20MNEVMM302426	32065		VMM3_0032065	32065
53588		VMM3_0032079	20MNEVMM302427	32079		VMM3_0032079	32079
53589		VMM3_0032127	20MNEVMM302428	32127		VMM3_0032127	32127
53590		VMM3_0031543	20MNEVMM302429	31543		VMM3_0031543	31543
53591		VMM3_0032118	20MNEVMM302430	32118		VMM3_0032118	32118
53592		VMM3_0032076	20MNEVMM302431	32076		VMM3_0032076	32076
53593		VMM3_0032652	20MNEVMM302432	32652		VMM3_0032652	32652
53594		VMM3_0031530	20MNEVMM302433	31530		VMM3_0031530	31530
53595		VMM3_0031212	20MNEVMM302434	31212		VMM3_0031212	31212
53596		VMM3_0032057	20MNEVMM302435	32057		VMM3_0032057	32057
53597		VMM3_0032135	20MNEVMM302436	32135		VMM3_0032135	32135
53598		VMM3_0032136	20MNEVMM302437	32136		VMM3_0032136	32136
53599		VMM3_0031523	20MNEVMM302438	31523		VMM3_0031523	31523
53600		VMM3_0031522	20MNEVMM302439	31522		VMM3_0031522	31522
53601		VMM3_0032641	20MNEVMM302440	32641		VMM3_0032641	32641
53602		VMM3_0032635	20MNEVMM302441	32635		VMM3_0032635	32635
53603		VMM3_0031203	20MNEVMM302442	31203		VMM3_0031203	31203
53604		VMM3_0032130	20MNEVMM302443	32130		VMM3_0032130	32130
53605		VMM3_0031537	20MNEVMM302444	31537		VMM3_0031537	31537
53606		VMM3_0031517	20MNEVMM302445	31517		VMM3_0031517	31517
53607		VMM3_0031541	20MNEVMM302446	31541		VMM3_0031541	31541
53608		VMM3_0032078	20MNEVMM302447	32078		VMM3_0032078	32078
53609		VMM3_0031531	20MNEVMM302448	31531		VMM3_0031531	31531
53610		VMM3_0032628	20MNEVMM302449	32628		VMM3_0032628	32628
53611		VMM3_0032126	20MNEVMM302450	32126		VMM3_0032126	32126
53612		VMM3_0032117	20MNEVMM302451	32117		VMM3_0032117	32117
53613		VMM3_0031197	20MNEVMM302452	31197		VMM3_0031197	31197
53614		VMM3_0031521	20MNEVMM302453	31521		VMM3_0031521	31521
53615		VMM3_0032060	20MNEVMM302454	32060		VMM3_0032060	32060
53616		VMM3_0031533	20MNEVMM302455	31533		VMM3_0031533	31533
53617		VMM3_0032643	20MNEVMM302456	32643		VMM3_0032643	32643
53618		VMM3_0032059	20MNEVMM302457	32059		VMM3_0032059	32059
53619		VMM3_0031194	20MNEVMM302458	31194		VMM3_0031194	31194
53620		VMM3_0032055	20MNEVMM302459	32055		VMM3_0032055	32055
53621		VMM3_0031214	20MNEVMM302460	31214		VMM3_0031214	31214
53622		VMM3_0032637	20MNEVMM302461	32637		VMM3_0032637	32637
53623		VMM3_0032128	20MNEVMM302462	32128		VMM3_0032128	32128
53624		VMM3_0031188	20MNEVMM302463	31188		VMM3_0031188	31188
53625		VMM3_0031519	20MNEVMM302464	31519		VMM3_0031519	31519
53626		VMM3_0031540	20MNEVMM302465	31540		VMM3_0031540	31540
53627		VMM3_0032081	20MNEVMM302466	32081		VMM3_0032081	32081
53628		VMM3_0031199	20MNEVMM302467	31199		VMM3_0031199	31199
53629		VMM3_0032639	20MNEVMM302468	32639		VMM3_0032639	32639
53630		VMM3_0032648	20MNEVMM302469	32648		VMM3_0032648	32648
53631		VMM3_0031524	20MNEVMM302470	31524		VMM3_0031524	31524
53632		VMM3_0031528	20MNEVMM302471	31528		VMM3_0031528	31528
53633		VMM3_0032063	20MNEVMM302472	32063		VMM3_0032063	32063
53634		VMM3_0031525	20MNEVMM302473	31525		VMM3_0031525	31525
53635		VMM3_0032125	20MNEVMM302474	32125		VMM3_0032125	32125
53636		VMM3_0031201	20MNEVMM302475	31201		VMM3_0031201	31201
53637		VMM3_0032132	20MNEVMM302476	32132		VMM3_0032132	32132
53638		VMM3_0031654	20MNEVMM302477	31654		VMM3_0031654	31654
53639		VMM3_0031529	20MNEVMM302478	31529		VMM3_0031529	31529
53640		VMM3_0031518	20MNEVMM302479	31518		VMM3_0031518	31518
53641		VMM3_0032654	20MNEVMM302480	32654		VMM3_0032654	32654
53642		VMM3_0031770	20MNEVMM302481	31770		VMM3_0031770	31770
53643		VMM3_0030971	20MNEVMM302482	30971		VMM3_0030971	30971
53644		VMM3_0031427	20MNEVMM302483	31427		VMM3_0031427	31427
53645		VMM3_0032383	20MNEVMM302484	32383		VMM3_0032383	32383
53646		VMM3_0032371	20MNEVMM302485	32371		VMM3_0032371	32371
53647		VMM3_0031801	20MNEVMM302486	31801		VMM3_0031801	31801
53648		VMM3_0031173	20MNEVMM302487	31173		VMM3_0031173	31173
53649		VMM3_0032364	20MNEVMM302488	32364		VMM3_0032364	32364
53650		VMM3_0030957	20MNEVMM302489	30957		VMM3_0030957	30957
53651		VMM3_0031163	20MNEVMM302490	31163		VMM3_0031163	31163
53652		VMM3_0032040	20MNEVMM302491	32040		VMM3_0032040	32040
53653		VMM3_0031797	20MNEVMM302492	31797		VMM3_0031797	31797
53654		VMM3_0030970	20MNEVMM302493	30970		VMM3_0030970	30970
53655		VMM3_0031760	20MNEVMM302494	31760		VMM3_0031760	31760
53656		VMM3_0032271	20MNEVMM302495	32271		VMM3_0032271	32271
53657		VMM3_0031787	20MNEVMM302496	31787		VMM3_0031787	31787
53658		VMM3_0031431	20MNEVMM302497	31431		VMM3_0031431	31431
53659		VMM3_0031229	20MNEVMM302498	31229		VMM3_0031229	31229
53660		VMM3_0032374	20MNEVMM302499	32374		VMM3_0032374	32374
53661		VMM3_0031782	20MNEVMM302500	31782		VMM3_0031782	31782
53662		VMM3_0030951	20MNEVMM302501	30951		VMM3_0030951	30951
53663		VMM3_0031849	20MNEVMM302502	31849		VMM3_0031849	31849
53664		VMM3_0032176	20MNEVMM302503	32176		VMM3_0032176	32176
53665		VMM3_0031429	20MNEVMM302504	31429		VMM3_0031429	31429
53666		VMM3_0031174	20MNEVMM302505	31174		VMM3_0031174	31174
53667		VMM3_0031810	20MNEVMM302506	31810		VMM3_0031810	31810
53668		VMM3_0032288	20MNEVMM302507	32288		VMM3_0032288	32288
53669		VMM3_0031791	20MNEVMM302508	31791		VMM3_0031791	31791
53670		VMM3_0030954	20MNEVMM302509	30954		VMM3_0030954	30954
53671		VMM3_0031167	20MNEVMM302510	31167		VMM3_0031167	31167
53672		VMM3_0030955	20MNEVMM302511	30955		VMM3_0030955	30955
53673		VMM3_0031771	20MNEVMM302512	31771		VMM3_0031771	31771
53674		VMM3_0031758	20MNEVMM302513	31758		VMM3_0031758	31758
53675		VMM3_0031862	20MNEVMM302514	31862		VMM3_0031862	31862
53676		VMM3_0031870	20MNEVMM302515	31870		VMM3_0031870	31870
53677		VMM3_0031668	20MNEVMM302516	31668		VMM3_0031668	31668
53678		VMM3_0032640	20MNEVMM302517	32640		VMM3_0032640	32640
53679		VMM3_0031796	20MNEVMM302518	31796		VMM3_0031796	31796
53680		VMM3_0031780	20MNEVMM302519	31780		VMM3_0031780	31780
53681		VMM3_0032283	20MNEVMM302520	32283		VMM3_0032283	32283
53682		VMM3_0030949	20MNEVMM302521	30949		VMM3_0030949	30949
53683		VMM3_0031868	20MNEVMM302522	31868		VMM3_0031868	31868
53684		VMM3_0032355	20MNEVMM302523	32355		VMM3_0032355	32355
53685		VMM3_0032272	20MNEVMM302524	32272		VMM3_0032272	32272
53686		VMM3_0030969	20MNEVMM302525	30969		VMM3_0030969	30969
53687		VMM3_0031757	20MNEVMM302526	31757		VMM3_0031757	31757
53688		VMM3_0032031	20MNEVMM302527	32031		VMM3_0032031	32031
53689		VMM3_0031234	20MNEVMM302528	31234		VMM3_0031234	31234
53690		VMM3_0031799	20MNEVMM302529	31799		VMM3_0031799	31799
53691		VMM3_0032292	20MNEVMM302530	32292		VMM3_0032292	32292
53692		VMM3_0031238	20MNEVMM302531	31238		VMM3_0031238	31238
53693		VMM3_0032653	20MNEVMM302532	32653		VMM3_0032653	32653
53694		VMM3_0032027	20MNEVMM302533	32027		VMM3_0032027	32027
53695		VMM3_0031157	20MNEVMM302534	31157		VMM3_0031157	31157
53696		VMM3_0031786	20MNEVMM302535	31786		VMM3_0031786	31786
53697		VMM3_0032370	20MNEVMM302536	32370		VMM3_0032370	32370
53698		VMM3_0032287	20MNEVMM302537	32287		VMM3_0032287	32287
53699		VMM3_0031874	20MNEVMM302538	31874		VMM3_0031874	31874
53700		VMM3_0032267	20MNEVMM302539	32267		VMM3_0032267	32267
53701		VMM3_0031805	20MNEVMM302540	31805		VMM3_0031805	31805
53702		VMM3_0031864	20MNEVMM302541	31864		VMM3_0031864	31864
53703		VMM3_0032356	20MNEVMM302542	32356		VMM3_0032356	32356
53704		VMM3_0032038	20MNEVMM302543	32038		VMM3_0032038	32038
53705		VMM3_0032270	20MNEVMM302544	32270		VMM3_0032270	32270
53706		VMM3_0032053	20MNEVMM302545	32053		VMM3_0032053	32053
53707		VMM3_0032266	20MNEVMM302546	32266		VMM3_0032266	32266
53708		VMM3_0032375	20MNEVMM302547	32375		VMM3_0032375	32375
53709		VMM3_0031440	20MNEVMM302548	31440		VMM3_0031440	31440
53710		VMM3_0032289	20MNEVMM302549	32289		VMM3_0032289	32289
53711		VMM3_0030960	20MNEVMM302550	30960		VMM3_0030960	30960
53712		VMM3_0031681	20MNEVMM302551	31681		VMM3_0031681	31681
53713		VMM3_0031767	20MNEVMM302552	31767		VMM3_0031767	31767
53714		VMM3_0031171	20MNEVMM302553	31171		VMM3_0031171	31171
53715		VMM3_0032278	20MNEVMM302554	32278		VMM3_0032278	32278
53716		VMM3_0031122	20MNEVMM302555	31122		VMM3_0031122	31122
53717		VMM3_0032291	20MNEVMM302556	32291		VMM3_0032291	32291
53718		VMM3_0032277	20MNEVMM302557	32277		VMM3_0032277	32277
53719		VMM3_0031158	20MNEVMM302558	31158		VMM3_0031158	31158
53720		VMM3_0030974	20MNEVMM302559	30974		VMM3_0030974	30974
53721		VMM3_0032382	20MNEVMM302560	32382		VMM3_0032382	32382
53722		VMM3_0030966	20MNEVMM302561	30966		VMM3_0030966	30966
53723		VMM3_0031764	20MNEVMM302562	31764		VMM3_0031764	31764
53724		VMM3_0031774	20MNEVMM302563	31774		VMM3_0031774	31774
53725		VMM3_0031858	20MNEVMM302564	31858		VMM3_0031858	31858
53726		VMM3_0032268	20MNEVMM302565	32268		VMM3_0032268	32268
53727		VMM3_0032360	20MNEVMM302566	32360		VMM3_0032360	32360
53728		VMM3_0031176	20MNEVMM302567	31176		VMM3_0031176	31176
53729		VMM3_0030953	20MNEVMM302568	30953		VMM3_0030953	30953
53730		VMM3_0031788	20MNEVMM302569	31788		VMM3_0031788	31788
53731		VMM3_0031181	20MNEVMM302570	31181		VMM3_0031181	31181
53732		VMM3_0032646	20MNEVMM302571	32646		VMM3_0032646	32646
53733		VMM3_0031156	20MNEVMM302572	31156		VMM3_0031156	31156
53734		VMM3_0032359	20MNEVMM302573	32359		VMM3_0032359	32359
53735		VMM3_0030950	20MNEVMM302574	30950		VMM3_0030950	30950
53736		VMM3_0030946	20MNEVMM302575	30946		VMM3_0030946	30946
53737		VMM3_0031172	20MNEVMM302576	31172		VMM3_0031172	31172
53738		VMM3_0031690	20MNEVMM302577	31690		VMM3_0031690	31690
53739		VMM3_0032642	20MNEVMM302578	32642		VMM3_0032642	32642
53740		VMM3_0031845	20MNEVMM302579	31845		VMM3_0031845	31845
53741		VMM3_0032286	20MNEVMM302580	32286		VMM3_0032286	32286
53742		VMM3_0031803	20MNEVMM302581	31803		VMM3_0031803	31803
53743		VMM3_0031162	20MNEVMM302582	31162		VMM3_0031162	31162
53744		VMM3_0031220	20MNEVMM302583	31220		VMM3_0031220	31220
53745		VMM3_0031179	20MNEVMM302584	31179		VMM3_0031179	31179
53746		VMM3_0031783	20MNEVMM302585	31783		VMM3_0031783	31783
53747		VMM3_0032051	20MNEVMM302586	32051		VMM3_0032051	32051
53748		VMM3_0031222	20MNEVMM302587	31222		VMM3_0031222	31222
53749		VMM3_0031790	20MNEVMM302588	31790		VMM3_0031790	31790
53750		VMM3_0032380	20MNEVMM302589	32380		VMM3_0032380	32380
53751		VMM3_0031860	20MNEVMM302590	31860		VMM3_0031860	31860
53752		VMM3_0031802	20MNEVMM302591	31802		VMM3_0031802	31802
53753		VMM3_0032636	20MNEVMM302592	32636		VMM3_0032636	32636
53754		VMM3_0031240	20MNEVMM302593	31240		VMM3_0031240	31240
53755		VMM3_0031231	20MNEVMM302594	31231		VMM3_0031231	31231
53756		VMM3_0032651	20MNEVMM302595	32651		VMM3_0032651	32651
53757		VMM3_0031161	20MNEVMM302596	31161		VMM3_0031161	31161
53758		VMM3_0032290	20MNEVMM302597	32290		VMM3_0032290	32290
53759		VMM3_0032049	20MNEVMM302598	32049		VMM3_0032049	32049
53760		VMM3_0031180	20MNEVMM302599	31180		VMM3_0031180	31180
53761		VMM3_0032638	20MNEVMM302600	32638		VMM3_0032638	32638
53762		VMM3_0032367	20MNEVMM302601	32367		VMM3_0032367	32367
53763		VMM3_0032647	20MNEVMM302602	32647		VMM3_0032647	32647
53764		VMM3_0031795	20MNEVMM302603	31795		VMM3_0031795	31795
53765		VMM3_0031861	20MNEVMM302604	31861		VMM3_0031861	31861
53766		VMM3_0032036	20MNEVMM302605	32036		VMM3_0032036	32036
53767		VMM3_0031779	20MNEVMM302606	31779		VMM3_0031779	31779
53768		VMM3_0032279	20MNEVMM302607	32279		VMM3_0032279	32279
53769		VMM3_0031709	20MNEVMM302608	31709		VMM3_0031709	31709
53770		VMM3_0031781	20MNEVMM302609	31781		VMM3_0031781	31781
53771		VMM3_0031232	20MNEVMM302610	31232		VMM3_0031232	31232
53772		VMM3_0031871	20MNEVMM302611	31871		VMM3_0031871	31871
53773		VMM3_0031793	20MNEVMM302612	31793		VMM3_0031793	31793
53774		VMM3_0031166	20MNEVMM302613	31166		VMM3_0031166	31166
53775		VMM3_0032280	20MNEVMM302614	32280		VMM3_0032280	32280
53776		VMM3_0030973	20MNEVMM302615	30973		VMM3_0030973	30973
53777		VMM3_0031804	20MNEVMM302616	31804		VMM3_0031804	31804
53778		VMM3_0031164	20MNEVMM302617	31164		VMM3_0031164	31164
53779		VMM3_0031873	20MNEVMM302618	31873		VMM3_0031873	31873
53780		VMM3_0031159	20MNEVMM302619	31159		VMM3_0031159	31159
53781		VMM3_0031809	20MNEVMM302620	31809		VMM3_0031809	31809
53782		VMM3_0031756	20MNEVMM302621	31756		VMM3_0031756	31756
53783		VMM3_0031155	20MNEVMM302622	31155		VMM3_0031155	31155
53784		VMM3_0031759	20MNEVMM302623	31759		VMM3_0031759	31759
53785		VMM3_0031807	20MNEVMM302624	31807		VMM3_0031807	31807
53786		VMM3_0031857	20MNEVMM302625	31857		VMM3_0031857	31857
53787		VMM3_0032361	20MNEVMM302626	32361		VMM3_0032361	32361
53788		VMM3_0032377	20MNEVMM302627	32377		VMM3_0032377	32377
53789		VMM3_0031773	20MNEVMM302628	31773		VMM3_0031773	31773
53790		VMM3_0031852	20MNEVMM302629	31852		VMM3_0031852	31852
53791		VMM3_0031177	20MNEVMM302630	31177		VMM3_0031177	31177
53792		VMM3_0031761	20MNEVMM302631	31761		VMM3_0031761	31761
53793		VMM3_0032362	20MNEVMM302632	32362		VMM3_0032362	32362
53794		VMM3_0031762	20MNEVMM302633	31762		VMM3_0031762	31762
53795		VMM3_0031851	20MNEVMM302634	31851		VMM3_0031851	31851
53796		VMM3_0032363	20MNEVMM302635	32363		VMM3_0032363	32363
53797		VMM3_0031859	20MNEVMM302636	31859		VMM3_0031859	31859
53798		VMM3_0030962	20MNEVMM302637	30962		VMM3_0030962	30962
53799		VMM3_0032629	20MNEVMM302638	32629		VMM3_0032629	32629
53800		VMM3_0030972	20MNEVMM302639	30972		VMM3_0030972	30972
53801		VMM3_0031670	20MNEVMM302640	31670		VMM3_0031670	31670
53802		VMM3_0031178	20MNEVMM302641	31178		VMM3_0031178	31178
53803		VMM3_0032281	20MNEVMM302642	32281		VMM3_0032281	32281
53804		VMM3_0031216	20MNEVMM302643	31216		VMM3_0031216	31216
53805		VMM3_0031113	20MNEVMM302644	31113		VMM3_0031113	31113
53806		VMM3_0032045	20MNEVMM302645	32045		VMM3_0032045	32045
53807		VMM3_0032625	20MNEVMM302646	32625		VMM3_0032625	32625
53808		VMM3_0032029	20MNEVMM302647	32029		VMM3_0032029	32029
53809		VMM3_0030959	20MNEVMM302648	30959		VMM3_0030959	30959
53810		VMM3_0032273	20MNEVMM302649	32273		VMM3_0032273	32273
53811		VMM3_0031814	20MNEVMM302650	31814		VMM3_0031814	31814
53812		VMM3_0031854	20MNEVMM302651	31854		VMM3_0031854	31854
53813		VMM3_0032649	20MNEVMM302652	32649		VMM3_0032649	32649
53814		VMM3_0031869	20MNEVMM302653	31869		VMM3_0031869	31869
53815		VMM3_0031438	20MNEVMM302654	31438		VMM3_0031438	31438
53816		VMM3_0031218	20MNEVMM302655	31218		VMM3_0031218	31218
53817		VMM3_0031847	20MNEVMM302656	31847		VMM3_0031847	31847
53818		VMM3_0031909	20MNEVMM302657	31909		VMM3_0031909	31909
53819		VMM3_0031806	20MNEVMM302658	31806		VMM3_0031806	31806
53820		VMM3_0032633	20MNEVMM302659	32633		VMM3_0032633	32633
53821		VMM3_0031974	20MNEVMM302660	31974		VMM3_0031974	31974
53822		VMM3_0031866	20MNEVMM302661	31866		VMM3_0031866	31866
53823		VMM3_0032381	20MNEVMM302662	32381		VMM3_0032381	32381
53824		VMM3_0032368	20MNEVMM302663	32368		VMM3_0032368	32368
53825		VMM3_0032379	20MNEVMM302664	32379		VMM3_0032379	32379
53826		VMM3_0032384	20MNEVMM302665	32384		VMM3_0032384	32384
53827		VMM3_0031811	20MNEVMM302666	31811		VMM3_0031811	31811
53828		VMM3_0031789	20MNEVMM302667	31789		VMM3_0031789	31789
53829		VMM3_0032276	20MNEVMM302668	32276		VMM3_0032276	32276
53830		VMM3_0031812	20MNEVMM302669	31812		VMM3_0031812	31812
53831		VMM3_0031794	20MNEVMM302670	31794		VMM3_0031794	31794
53832		VMM3_0032033	20MNEVMM302671	32033		VMM3_0032033	32033
53833		VMM3_0031784	20MNEVMM302672	31784		VMM3_0031784	31784
53834		VMM3_0031981	20MNEVMM302673	31981		VMM3_0031981	31981
53835		VMM3_0032366	20MNEVMM302674	32366		VMM3_0032366	32366
53836		VMM3_0031865	20MNEVMM302675	31865		VMM3_0031865	31865
53837		VMM3_0031688	20MNEVMM302676	31688		VMM3_0031688	31688
53838		VMM3_0031772	20MNEVMM302677	31772		VMM3_0031772	31772
53839		VMM3_0031447	20MNEVMM302678	31447		VMM3_0031447	31447
53840		VMM3_0032275	20MNEVMM302679	32275		VMM3_0032275	32275
53841		VMM3_0031430	20MNEVMM302680	31430		VMM3_0031430	31430
53842		VMM3_0031184	20MNEVMM302681	31184		VMM3_0031184	31184
53843		VMM3_0031276	20MNEVMM302682	31276		VMM3_0031276	31276
53844		VMM3_0032378	20MNEVMM302683	32378		VMM3_0032378	32378
53845		VMM3_0032631	20MNEVMM302684	32631		VMM3_0032631	32631
53846		VMM3_0032358	20MNEVMM302685	32358		VMM3_0032358	32358
53847		VMM3_0032269	20MNEVMM302686	32269		VMM3_0032269	32269
53848		VMM3_0030968	20MNEVMM302687	30968		VMM3_0030968	30968
53849		VMM3_0031183	20MNEVMM302688	31183		VMM3_0031183	31183
53850		VMM3_0031227	20MNEVMM302689	31227		VMM3_0031227	31227
53851		VMM3_0031800	20MNEVMM302690	31800		VMM3_0031800	31800
53852		VMM3_0032626	20MNEVMM302691	32626		VMM3_0032626	32626
53853		VMM3_0031170	20MNEVMM302692	31170		VMM3_0031170	31170
53854		VMM3_0030961	20MNEVMM302693	30961		VMM3_0030961	30961
53855		VMM3_0032369	20MNEVMM302694	32369		VMM3_0032369	32369
53856		VMM3_0031160	20MNEVMM302695	31160		VMM3_0031160	31160
53857		VMM3_0031888	20MNEVMM302696	31888		VMM3_0031888	31888
53858		VMM3_0032667	20MNEVMM302697	32667		VMM3_0032667	32667
53859		VMM3_0031453	20MNEVMM302698	31453		VMM3_0031453	31453
53860		VMM3_0031479	20MNEVMM302699	31479		VMM3_0031479	31479
53861		VMM3_0032679	20MNEVMM302700	32679		VMM3_0032679	32679
53862		VMM3_0031891	20MNEVMM302701	31891		VMM3_0031891	31891
53863		VMM3_0032580	20MNEVMM302702	32580		VMM3_0032580	32580
53864		VMM3_0031672	20MNEVMM302703	31672		VMM3_0031672	31672
53865		VMM3_0032547	20MNEVMM302704	32547		VMM3_0032547	32547
53866		VMM3_0032578	20MNEVMM302705	32578		VMM3_0032578	32578
53867		VMM3_0031452	20MNEVMM302706	31452		VMM3_0031452	31452
53868		VMM3_0031209	20MNEVMM302707	31209		VMM3_0031209	31209
53869		VMM3_0032543	20MNEVMM302708	32543		VMM3_0032543	32543
53870		VMM3_0032624	20MNEVMM302709	32624		VMM3_0032624	32624
53871		VMM3_0032661	20MNEVMM302710	32661		VMM3_0032661	32661
53872		VMM3_0031420	20MNEVMM302711	31420		VMM3_0031420	31420
53873		VMM3_0032568	20MNEVMM302712	32568		VMM3_0032568	32568
53874		VMM3_0031441	20MNEVMM302713	31441		VMM3_0031441	31441
53875		VMM3_0031416	20MNEVMM302714	31416		VMM3_0031416	31416
53876		VMM3_0032603	20MNEVMM302715	32603		VMM3_0032603	32603
53877		VMM3_0032576	20MNEVMM302716	32576		VMM3_0032576	32576
53878		VMM3_0032140	20MNEVMM302717	32140		VMM3_0032140	32140
53879		VMM3_0032218	20MNEVMM302718	32218		VMM3_0032218	32218
53880		VMM3_0031418	20MNEVMM302719	31418		VMM3_0031418	31418
53881		VMM3_0032577	20MNEVMM302720	32577		VMM3_0032577	32577
53882		VMM3_0032681	20MNEVMM302721	32681		VMM3_0032681	32681
